number,name,type,description
41838,UnderlyingOptionExerciseEarliestTime,LOCALMKTTIME,
41839,UnderlyingOptionExerciseLatestTime,LOCALMKTTIME,
41840,UnderlyingOptionExerciseTimeBusinessCenter,STRING,
41841,NoUnderlyingOptionExerciseDates,NUMINGROUP,
41842,UnderlyingOptionExerciseDate,LOCALMKTDATE,
41843,UnderlyingOptionExerciseDateType,INT,
41844,NoUnderlyingOptionExerciseExpirationDateBusinessCenters,NUMINGROUP,
41845,UnderlyingOptionExerciseExpirationDateBusinessCenter,STRING,
41846,UnderlyingOptionExerciseExpirationDateBusinessDayConvention,INT,
41847,UnderlyingOptionExerciseExpirationDateRelativeTo,INT,
41848,UnderlyingOptionExerciseExpirationDateOffsetPeriod,INT,
41849,UnderlyingOptionExerciseExpirationDateOffsetUnit,STRING,
41850,UnderlyingOptionExerciseExpirationFrequencyPeriod,INT,
41851,UnderlyingOptionExerciseExpirationFrequencyUnit,STRING,
41852,UnderlyingOptionExerciseExpirationRollConvention,STRING,
41853,UnderlyingOptionExerciseExpirationDateOffsetDayType,INT,
41854,UnderlyingOptionExerciseExpirationTime,LOCALMKTTIME,
41855,UnderlyingOptionExerciseExpirationTimeBusinessCenter,STRING,
41856,NoUnderlyingOptionExerciseExpirationDates,NUMINGROUP,
41857,UnderlyingOptionExerciseExpirationDate,LOCALMKTDATE,
41858,UnderlyingOptionExerciseExpirationDateType,INT,
41859,UnderlyingMarketDisruptionProvision,INT,
41860,UnderlyingMarketDisruptionFallbackProvision,INT,
41861,UnderlyingMarketDisruptionMaximumDays,INT,
41862,UnderlyingMarketDisruptionMaterialityPercentage,PERCENTAGE,
41863,UnderlyingMarketDisruptionMinimumFuturesContracts,INT,
41864,NoUnderlyingMarketDisruptionEvents,NUMINGROUP,
41865,UnderlyingMarketDisruptionEvent,STRING,
41866,NoUnderlyingMarketDisruptionFallbacks,NUMINGROUP,
41867,UnderlyingMarketDisruptionFallbackType,STRING,
41868,NoUnderlyingMarketDisruptionFallbackReferencePrices,NUMINGROUP,
41869,UnderlyingMarketDisruptionFallbackUnderlierType,INT,
41870,UnderlyingMarketDisruptionFallbackUnderlierSecurityID,STRING,
41871,UnderlyingMarketDisruptionFallbackUnderlierSecurityIDSource,STRING,
41872,UnderlyingMarketDisruptionFallbackUnderlierSecurityDesc,STRING,
41873,EncodedUnderlyingMarketDisruptionFallbackUnderlierSecDescLen,LENGTH,
41874,EncodedUnderlyingMarketDisruptionFallbackUnderlierSecurityDesc,DATA,
41875,UnderlyingMarketDisruptionFallbackOpenUnits,QTY,
41876,UnderlyingMarketDisruptionFallbackBasketCurrency,CURRENCY,
41877,UnderlyingMarketDisruptionFallbackBasketDivisor,FLOAT,
41878,NoUnderlyingPaymentScheduleFixingDays,NUMINGROUP,
41879,UnderlyingPaymentScheduleFixingDayOfWeek,INT,
41880,UnderlyingPaymentScheduleFixingDayNumber,INT,
41881,UnderlyingPaymentScheduleXID,XID,
41882,UnderlyingPaymentScheduleXIDRef,XIDREF,
41883,UnderlyingPaymentScheduleRateCurrency,CURRENCY,
41884,UnderlyingPaymentScheduleRateUnitOfMeasure,STRING,
41885,UnderlyingPaymentScheduleRateConversionFactor,FLOAT,
41886,UnderlyingPaymentScheduleRateSpreadType,INT,
41887,UnderlyingPaymentScheduleSettlPeriodPrice,PRICE,
41888,UnderlyingPaymentScheduleSettlPeriodPriceCurrency,CURRENCY,
41889,UnderlyingPaymentScheduleSettlPeriodPriceUnitOfMeasure,STRING,
41890,UnderlyingPaymentScheduleStepUnitOfMeasure,STRING,
41891,UnderlyingPaymentScheduleFixingDayDistribution,INT,
41892,UnderlyingPaymentScheduleFixingDayCount,INT,
41893,UnderlyingPaymentScheduleFixingLagPeriod,INT,
41894,UnderlyingPaymentScheduleFixingLagUnit,STRING,
41895,UnderlyingPaymentScheduleFixingFirstObservationDateOffsetPeriod,INT,
41896,UnderlyingPaymentScheduleFixingFirstObservationDateOffsetUnit,STRING,
41897,UnderlyingPaymentStreamFlatRateIndicator,BOOLEAN,
41898,UnderlyingPaymentStreamFlatRateAmount,AMT,
41899,UnderlyingPaymentStreamFlatRateCurrency,CURRENCY,
41900,UnderlyingPaymentStreamMaximumPaymentAmount,AMT,
41901,UnderlyingPaymentStreamMaximumPaymentCurrency,CURRENCY,
41902,UnderlyingPaymentStreamMaximumTransactionAmount,AMT,
41903,UnderlyingPaymentStreamMaximumTransactionCurrency,CURRENCY,
41904,UnderlyingPaymentStreamFixedAmountUnitOfMeasure,STRING,
41905,UnderlyingPaymentStreamTotalFixedAmount,AMT,
41906,UnderlyingPaymentStreamWorldScaleRate,FLOAT,
41907,UnderlyingPaymentStreamContractPrice,PRICE,
41908,UnderlyingPaymentStreamContractPriceCurrency,CURRENCY,
41909,NoUnderlyingPaymentStreamPricingBusinessCenters,NUMINGROUP,
41910,UnderlyingPaymentStreamPricingBusinessCenter,STRING,
41911,UnderlyingPaymentStreamRateIndex2CurveUnit,STRING,
41912,UnderlyingPaymentStreamRateIndex2CurvePeriod,INT,
41913,UnderlyingPaymentStreamRateIndexLocation,STRING,
41914,UnderlyingPaymentStreamRateIndexLevel,QTY,
41915,UnderlyingPaymentStreamRateIndexUnitOfMeasure,STRING,
41916,UnderlyingPaymentStreamSettlLevel,INT,
41917,UnderlyingPaymentStreamReferenceLevel,QTY,
41918,UnderlyingPaymentStreamReferenceLevelUnitOfMeasure,STRING,
41919,UnderlyingPaymentStreamReferenceLevelEqualsZeroIndicator,BOOLEAN,
41920,UnderlyingPaymentStreamRateSpreadCurrency,CURRENCY,
41921,UnderlyingPaymentStreamRateSpreadUnitOfMeasure,STRING,
41922,UnderlyingPaymentStreamRateConversionFactor,FLOAT,
41923,UnderlyingPaymentStreamRateSpreadType,INT,
41924,UnderlyingPaymentStreamLastResetRate,PERCENTAGE,
41925,UnderlyingPaymentStreamFinalRate,PERCENTAGE,
41926,UnderlyingPaymentStreamCalculationLagPeriod,INT,
41927,UnderlyingPaymentStreamCalculationLagUnit,STRING,
41928,UnderlyingPaymentStreamFirstObservationDateOffsetPeriod,INT,
41929,UnderlyingPaymentStreamFirstObservationDateOffsetUnit,STRING,
41930,UnderlyingPaymentStreamPricingDayType,INT,
