field_number,field_name,enum,description
54,Side,9,CROSS_SHORT
377,SolicitedFlag,N,NO
377,SolicitedFlag,Y,YES
169,StandInstDbType,0,OTHER
169,StandInstDbType,1,DTCSID
169,StandInstDbType,2,THOMSON_ALERT
169,StandInstDbType,3,A_GLOBAL_CUSTODIAN
263,SubscriptionRequestType,0,SNAPSHOT
263,SubscriptionRequestType,1,SNAPSHOT_AND_UPDATES
263,SubscriptionRequestType,2,DISABLE_PREVIOUS_SNAPSHOT
274,TickDirection,0,PLUS_TICK
274,TickDirection,1,ZERO_PLUS_TICK
274,TickDirection,2,MINUS_TICK
274,TickDirection,3,ZERO_MINUS_TICK
59,TimeInForce,0,DAY
59,TimeInForce,1,GOOD_TILL_CANCEL
59,TimeInForce,2,AT_THE_OPENING
59,TimeInForce,3,IMMEDIATE_OR_CANCEL
59,TimeInForce,4,FILL_OR_KILL
59,TimeInForce,5,GOOD_TILL_CROSSING
59,TimeInForce,6,GOOD_TILL_DATE
338,TradSesMethod,1,ELECTRONIC
338,TradSesMethod,2,OPEN_OUTCRY
338,TradSesMethod,3,TWO_PARTY
339,TradSesMode,1,TESTING
339,TradSesMode,2,SIMULATED
339,TradSesMode,3,PRODUCTION
340,TradSesStatus,1,HALTED
340,TradSesStatus,2,OPEN
340,TradSesStatus,3,CLOSED
340,TradSesStatus,4,PRE_OPEN
340,TradSesStatus,5,PRE_CLOSE
277,TradeCondition,A,CASH
277,TradeCondition,B,AVERAGE_PRICE_TRADE
277,TradeCondition,C,CASH_TRADE
277,TradeCondition,D,NEXT_DAY
277,TradeCondition,E,OPENING
277,TradeCondition,F,INTRADAY_TRADE_DETAIL
277,TradeCondition,G,RULE127_TRADE
277,TradeCondition,H,RULE155_TRADE
277,TradeCondition,I,SOLD_LAST
277,TradeCondition,J,NEXT_DAY_TRADE
277,TradeCondition,K,OPENED
277,TradeCondition,L,SELLER
277,TradeCondition,M,SOLD
277,TradeCondition,N,STOPPED_STOCK
418,TradeType,A,AGENCY
418,TradeType,G,VWAP_GUARANTEE
418,TradeType,J,GUARANTEED_CLOSE
418,TradeType,R,RISK_TRADE
325,UnsolicitedIndicator,N,NO
325,UnsolicitedIndicator,Y,YES
61,Urgency,0,NORMAL
61,Urgency,1,FLASH
61,Urgency,2,BACKGROUND
