component_name,field_number,field_name,field_type,required,component_path
Instrument,454,NoSecurityAltID,GROUP,N,Instrument
Instrument,455,SecurityAltID,STRING,N,Instrument/NoSecurityAltID
Instrument,456,SecurityAltIDSource,STRING,N,Instrument/NoSecurityAltID
Instrument,460,Product,INT,N,Instrument
Instrument,461,CFICode,STRING,N,Instrument
Instrument,167,SecurityType,STRING,N,Instrument
Instrument,200,MaturityMonthYear,MONTHYEAR,N,Instrument
Instrument,541,MaturityDate,LOCALMKTDATE,N,Instrument
Instrument,224,CouponPaymentDate,UTCDATE,N,Instrument
Instrument,225,IssueDate,UTCDATE,N,Instrument
Instrument,239,RepoCollateralSecurityType,STRING,N,Instrument
Instrument,226,RepurchaseTerm,INT,N,Instrument
Instrument,227,RepurchaseRate,PERCENTAGE,N,Instrument
Instrument,228,Factor,FLOAT,N,Instrument
Instrument,255,CreditRating,STRING,N,Instrument
Instrument,543,InstrRegistry,STRING,N,Instrument
Instrument,470,CountryOfIssue,COUNTRY,N,Instrument
Instrument,471,StateOrProvinceOfIssue,STRING,N,Instrument
Instrument,472,LocaleOfIssue,STRING,N,Instrument
Instrument,240,RedemptionDate,UTCDATE,N,Instrument
Instrument,202,StrikePrice,PRICE,N,Instrument
Instrument,206,OptAttribute,CHAR,N,Instrument
Instrument,231,ContractMultiplier,FLOAT,N,Instrument
Instrument,223,CouponRate,PERCENTAGE,N,Instrument
Instrument,207,SecurityExchange,EXCHANGE,N,Instrument
Instrument,106,Issuer,STRING,N,Instrument
Instrument,348,EncodedIssuerLen,LENGTH,N,Instrument
Instrument,349,EncodedIssuer,DATA,N,Instrument
Instrument,107,SecurityDesc,STRING,N,Instrument
Instrument,350,EncodedSecurityDescLen,LENGTH,N,Instrument
Instrument,351,EncodedSecurityDesc,DATA,N,Instrument
InstrumentLeg,600,LegSymbol,STRING,N,InstrumentLeg
InstrumentLeg,601,LegSymbolSfx,STRING,N,InstrumentLeg
InstrumentLeg,602,LegSecurityID,STRING,N,InstrumentLeg
InstrumentLeg,603,LegSecurityIDSource,STRING,N,InstrumentLeg
InstrumentLeg,604,NoLegSecurityAltID,GROUP,N,InstrumentLeg
InstrumentLeg,605,LegSecurityAltID,STRING,N,InstrumentLeg/NoLegSecurityAltID
InstrumentLeg,606,LegSecurityAltIDSource,STRING,N,InstrumentLeg/NoLegSecurityAltID
InstrumentLeg,607,LegProduct,INT,N,InstrumentLeg
InstrumentLeg,608,LegCFICode,STRING,N,InstrumentLeg
InstrumentLeg,609,LegSecurityType,STRING,N,InstrumentLeg
InstrumentLeg,610,LegMaturityMonthYear,MONTHYEAR,N,InstrumentLeg
InstrumentLeg,611,LegMaturityDate,LOCALMKTDATE,N,InstrumentLeg
InstrumentLeg,248,LegCouponPaymentDate,UTCDATE,N,InstrumentLeg
InstrumentLeg,249,LegIssueDate,UTCDATE,N,InstrumentLeg
InstrumentLeg,250,LegRepoCollateralSecurityType,STRING,N,InstrumentLeg
InstrumentLeg,251,LegRepurchaseTerm,INT,N,InstrumentLeg
InstrumentLeg,252,LegRepurchaseRate,PERCENTAGE,N,InstrumentLeg
InstrumentLeg,253,LegFactor,FLOAT,N,InstrumentLeg
InstrumentLeg,257,LegCreditRating,STRING,N,InstrumentLeg
InstrumentLeg,599,LegInstrRegistry,STRING,N,InstrumentLeg
InstrumentLeg,596,LegCountryOfIssue,COUNTRY,N,InstrumentLeg
InstrumentLeg,597,LegStateOrProvinceOfIssue,STRING,N,InstrumentLeg
InstrumentLeg,598,LegLocaleOfIssue,STRING,N,InstrumentLeg
InstrumentLeg,254,LegRedemptionDate,UTCDATE,N,InstrumentLeg
InstrumentLeg,612,LegStrikePrice,PRICE,N,InstrumentLeg
InstrumentLeg,613,LegOptAttribute,CHAR,N,InstrumentLeg
InstrumentLeg,614,LegContractMultiplier,FLOAT,N,InstrumentLeg
InstrumentLeg,615,LegCouponRate,PERCENTAGE,N,InstrumentLeg
InstrumentLeg,616,LegSecurityExchange,EXCHANGE,N,InstrumentLeg
InstrumentLeg,617,LegIssuer,STRING,N,InstrumentLeg
InstrumentLeg,618,EncodedLegIssuerLen,LENGTH,N,InstrumentLeg
InstrumentLeg,619,EncodedLegIssuer,DATA,N,InstrumentLeg
InstrumentLeg,620,LegSecurityDesc,STRING,N,InstrumentLeg
InstrumentLeg,621,EncodedLegSecurityDescLen,LENGTH,N,InstrumentLeg
InstrumentLeg,622,EncodedLegSecurityDesc,DATA,N,InstrumentLeg
InstrumentLeg,623,LegRatioQty,FLOAT,N,InstrumentLeg
InstrumentLeg,624,LegSide,CHAR,N,InstrumentLeg
NestedParties,539,NoNestedPartyIDs,GROUP,N,NestedParties
NestedParties,524,NestedPartyID,STRING,N,NestedParties/NoNestedPartyIDs
NestedParties,525,NestedPartyIDSource,CHAR,N,NestedParties/NoNestedPartyIDs
NestedParties,538,NestedPartyRole,INT,N,NestedParties/NoNestedPartyIDs
NestedParties,545,NestedPartySubID,STRING,N,NestedParties/NoNestedPartyIDs
OrderQtyData,38,OrderQty,QTY,N,OrderQtyData
OrderQtyData,152,CashOrderQty,QTY,N,OrderQtyData
OrderQtyData,516,OrderPercent,PERCENTAGE,N,OrderQtyData
OrderQtyData,468,RoundingDirection,CHAR,N,OrderQtyData
OrderQtyData,469,RoundingModulus,FLOAT,N,OrderQtyData
Parties,453,NoPartyIDs,GROUP,N,Parties
Parties,448,PartyID,STRING,N,Parties/NoPartyIDs
Parties,447,PartyIDSource,CHAR,N,Parties/NoPartyIDs
Parties,452,PartyRole,INT,N,Parties/NoPartyIDs
Parties,523,PartySubID,STRING,N,Parties/NoPartyIDs
SpreadOrBenchmarkCurveData,218,Spread,PRICEOFFSET,N,SpreadOrBenchmarkCurveData
SpreadOrBenchmarkCurveData,220,BenchmarkCurveCurrency,CURRENCY,N,SpreadOrBenchmarkCurveData
SpreadOrBenchmarkCurveData,221,BenchmarkCurveName,STRING,N,SpreadOrBenchmarkCurveData
SpreadOrBenchmarkCurveData,222,BenchmarkCurvePoint,STRING,N,SpreadOrBenchmarkCurveData
Stipulations,232,NoStipulations,GROUP,N,Stipulations
Stipulations,233,StipulationType,STRING,N,Stipulations/NoStipulations
Stipulations,234,StipulationValue,STRING,N,Stipulations/NoStipulations
Trailer,93,SignatureLength,LENGTH,N,Trailer
Trailer,89,Signature,DATA,N,Trailer
Trailer,10,CheckSum,STRING,Y,Trailer
UnderlyingInstrument,311,UnderlyingSymbol,STRING,N,UnderlyingInstrument
UnderlyingInstrument,312,UnderlyingSymbolSfx,STRING,N,UnderlyingInstrument
UnderlyingInstrument,309,UnderlyingSecurityID,STRING,N,UnderlyingInstrument
UnderlyingInstrument,305,UnderlyingSecurityIDSource,STRING,N,UnderlyingInstrument
UnderlyingInstrument,457,NoUnderlyingSecurityAltID,GROUP,N,UnderlyingInstrument
UnderlyingInstrument,458,UnderlyingSecurityAltID,STRING,N,UnderlyingInstrument/NoUnderlyingSecurityAltID
UnderlyingInstrument,459,UnderlyingSecurityAltIDSource,STRING,N,UnderlyingInstrument/NoUnderlyingSecurityAltID
UnderlyingInstrument,462,UnderlyingProduct,INT,N,UnderlyingInstrument
UnderlyingInstrument,463,UnderlyingCFICode,STRING,N,UnderlyingInstrument
UnderlyingInstrument,310,UnderlyingSecurityType,STRING,N,UnderlyingInstrument
UnderlyingInstrument,313,UnderlyingMaturityMonthYear,MONTHYEAR,N,UnderlyingInstrument
UnderlyingInstrument,542,UnderlyingMaturityDate,LOCALMKTDATE,N,UnderlyingInstrument
UnderlyingInstrument,315,UnderlyingPutOrCall,INT,N,UnderlyingInstrument
UnderlyingInstrument,241,UnderlyingCouponPaymentDate,UTCDATE,N,UnderlyingInstrument
UnderlyingInstrument,242,UnderlyingIssueDate,UTCDATE,N,UnderlyingInstrument
UnderlyingInstrument,243,UnderlyingRepoCollateralSecurityType,STRING,N,UnderlyingInstrument
UnderlyingInstrument,244,UnderlyingRepurchaseTerm,INT,N,UnderlyingInstrument
UnderlyingInstrument,245,UnderlyingRepurchaseRate,PERCENTAGE,N,UnderlyingInstrument
UnderlyingInstrument,246,UnderlyingFactor,FLOAT,N,UnderlyingInstrument
UnderlyingInstrument,256,UnderlyingCreditRating,STRING,N,UnderlyingInstrument
UnderlyingInstrument,595,UnderlyingInstrRegistry,STRING,N,UnderlyingInstrument
UnderlyingInstrument,592,UnderlyingCountryOfIssue,COUNTRY,N,UnderlyingInstrument
UnderlyingInstrument,593,UnderlyingStateOrProvinceOfIssue,STRING,N,UnderlyingInstrument
UnderlyingInstrument,594,UnderlyingLocaleOfIssue,STRING,N,UnderlyingInstrument
UnderlyingInstrument,247,UnderlyingRedemptionDate,UTCDATE,N,UnderlyingInstrument
UnderlyingInstrument,316,UnderlyingStrikePrice,PRICE,N,UnderlyingInstrument
UnderlyingInstrument,317,UnderlyingOptAttribute,CHAR,N,UnderlyingInstrument
UnderlyingInstrument,436,UnderlyingContractMultiplier,FLOAT,N,UnderlyingInstrument
UnderlyingInstrument,435,UnderlyingCouponRate,PERCENTAGE,N,UnderlyingInstrument
UnderlyingInstrument,308,UnderlyingSecurityExchange,EXCHANGE,N,UnderlyingInstrument
UnderlyingInstrument,306,UnderlyingIssuer,STRING,N,UnderlyingInstrument
UnderlyingInstrument,362,EncodedUnderlyingIssuerLen,LENGTH,N,UnderlyingInstrument
UnderlyingInstrument,363,EncodedUnderlyingIssuer,DATA,N,UnderlyingInstrument
UnderlyingInstrument,307,UnderlyingSecurityDesc,STRING,N,UnderlyingInstrument
UnderlyingInstrument,364,EncodedUnderlyingSecurityDescLen,LENGTH,N,UnderlyingInstrument
UnderlyingInstrument,365,EncodedUnderlyingSecurityDesc,DATA,N,UnderlyingInstrument
YieldData,235,YieldType,STRING,N,YieldData
YieldData,236,Yield,PERCENTAGE,N,YieldData
