component_name,field_number,field_name,field_type,required,component_path
AdditionalTermBondRefGrp,40000,NoAdditionalTermBondRefs,GROUP,N,AdditionalTermBondRefGrp
AdditionalTermBondRefGrp,40001,AdditionalTermBondSecurityID,STRING,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40002,AdditionalTermBondSecurityIDSource,STRING,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40003,AdditionalTermBondDesc,STRING,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40004,EncodedAdditionalTermBondDescLen,LENGTH,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40005,EncodedAdditionalTermBondDesc,DATA,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40006,AdditionalTermBondCurrency,CURRENCY,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40007,AdditionalTermBondIssuer,STRING,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40008,EncodedAdditionalTermBondIssuerLen,LENGTH,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40009,EncodedAdditionalTermBondIssuer,DATA,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40010,AdditionalTermBondSeniority,STRING,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40011,AdditionalTermBondCouponType,INT,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40012,AdditionalTermBondCouponRate,PERCENTAGE,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40013,AdditionalTermBondMaturityDate,LOCALMKTDATE,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40014,AdditionalTermBondParValue,AMT,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40015,AdditionalTermBondCurrentTotalIssuedAmount,AMT,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40016,AdditionalTermBondCouponFrequencyPeriod,INT,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40017,AdditionalTermBondCouponFrequencyUnit,STRING,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermBondRefGrp,40018,AdditionalTermBondDayCount,INT,N,AdditionalTermBondRefGrp/NoAdditionalTermBondRefs
AdditionalTermGrp,40019,NoAdditionalTerms,GROUP,N,AdditionalTermGrp
AdditionalTermGrp,40020,AdditionalTermConditionPrecedentBondIndicator,BOOLEAN,N,AdditionalTermGrp/NoAdditionalTerms
AdditionalTermGrp,40021,AdditionalTermDiscrepancyClauseIndicator,BOOLEAN,N,AdditionalTermGrp/NoAdditionalTerms
AffectedMarketSegmentGrp,1791,NoAffectedMarketSegments,GROUP,N,AffectedMarketSegmentGrp
AffectedMarketSegmentGrp,1792,AffectedMarketSegmentID,STRING,N,AffectedMarketSegmentGrp/NoAffectedMarketSegments
AffectedOrdGrp,534,NoAffectedOrders,GROUP,N,AffectedOrdGrp
AffectedOrdGrp,1824,AffectedOrigClOrdID,STRING,N,AffectedOrdGrp/NoAffectedOrders
AffectedOrdGrp,535,AffectedOrderID,STRING,N,AffectedOrdGrp/NoAffectedOrders
AffectedOrdGrp,536,AffectedSecondaryOrderID,STRING,N,AffectedOrdGrp/NoAffectedOrders
AllocAckGrp,78,NoAllocs,GROUP,N,AllocAckGrp
AllocAckGrp,79,AllocAccount,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,661,AllocAcctIDSource,INT,N,AllocAckGrp/NoAllocs
AllocAckGrp,366,AllocPrice,PRICE,N,AllocAckGrp/NoAllocs
AllocAckGrp,1047,AllocPositionEffect,CHAR,N,AllocAckGrp/NoAllocs
AllocAckGrp,467,IndividualAllocID,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,1593,ParentAllocID,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,1729,FirmMnemonic,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,1832,ClearedIndicator,INT,N,AllocAckGrp/NoAllocs
AllocAckGrp,2727,AllocLegRefID,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,776,IndividualAllocRejCode,INT,N,AllocAckGrp/NoAllocs
AllocAckGrp,209,AllocHandlInst,INT,N,AllocAckGrp/NoAllocs
AllocAckGrp,161,AllocText,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,360,EncodedAllocTextLen,LENGTH,N,AllocAckGrp/NoAllocs
AllocAckGrp,361,EncodedAllocText,DATA,N,AllocAckGrp/NoAllocs
AllocAckGrp,1732,FirmAllocText,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,1733,EncodedFirmAllocTextLen,LENGTH,N,AllocAckGrp/NoAllocs
AllocAckGrp,1734,EncodedFirmAllocText,DATA,N,AllocAckGrp/NoAllocs
AllocAckGrp,989,SecondaryIndividualAllocID,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,993,AllocCustomerCapacity,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,992,IndividualAllocType,INT,N,AllocAckGrp/NoAllocs
AllocAckGrp,80,AllocQty,QTY,N,AllocAckGrp/NoAllocs
AllocAckGrp,2515,AllocCalculatedCcyQty,QTY,N,AllocAckGrp/NoAllocs
AllocAckGrp,1752,CustodialLotID,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,1753,VersusPurchaseDate,LOCALMKTDATE,N,AllocAckGrp/NoAllocs
AllocAckGrp,1754,VersusPurchasePrice,PRICE,N,AllocAckGrp/NoAllocs
AllocAckGrp,1755,CurrentCostBasis,AMT,N,AllocAckGrp/NoAllocs
AllocAckGrp,2770,AllocAvgPxGroupID,STRING,N,AllocAckGrp/NoAllocs
AllocAckGrp,2769,AllocAvgPxIndicator,INT,N,AllocAckGrp/NoAllocs
AllocCommissionDataGrp,2653,NoAllocCommissions,GROUP,N,AllocCommissionDataGrp
AllocCommissionDataGrp,2654,AllocCommissionAmount,AMT,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2655,AllocCommissionAmountType,INT,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2726,AllocCommissionAmountSubType,INT,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2656,AllocCommissionBasis,CHAR,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2657,AllocCommissionCurrency,CURRENCY,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2925,AllocCommissionCurrencyCodeSource,STRING,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2658,AllocCommissionUnitOfMeasure,STRING,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2659,AllocCommissionUnitOfMeasureCurrency,CURRENCY,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2926,AllocCommissionUnitOfMeasureCurrencyCodeSource,STRING,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2660,AllocCommissionRate,FLOAT,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2661,AllocCommissionSharedIndicator,BOOLEAN,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2662,AllocCommissionAmountShared,AMT,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2663,AllocCommissionLegRefID,STRING,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2664,AllocCommissionDesc,STRING,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2665,EncodedAllocCommissionDescLen,LENGTH,N,AllocCommissionDataGrp/NoAllocCommissions
AllocCommissionDataGrp,2666,EncodedAllocCommissionDesc,DATA,N,AllocCommissionDataGrp/NoAllocCommissions
AllocGrp,78,NoAllocs,GROUP,N,AllocGrp
AllocGrp,79,AllocAccount,STRING,N,AllocGrp/NoAllocs
AllocGrp,661,AllocAcctIDSource,INT,N,AllocGrp/NoAllocs
AllocGrp,573,MatchStatus,CHAR,N,AllocGrp/NoAllocs
AllocGrp,366,AllocPrice,PRICE,N,AllocGrp/NoAllocs
AllocGrp,80,AllocQty,QTY,N,AllocGrp/NoAllocs
AllocGrp,2515,AllocCalculatedCcyQty,QTY,N,AllocGrp/NoAllocs
AllocGrp,1752,CustodialLotID,STRING,N,AllocGrp/NoAllocs
AllocGrp,1753,VersusPurchaseDate,LOCALMKTDATE,N,AllocGrp/NoAllocs
AllocGrp,1754,VersusPurchasePrice,PRICE,N,AllocGrp/NoAllocs
AllocGrp,1755,CurrentCostBasis,AMT,N,AllocGrp/NoAllocs
AllocGrp,467,IndividualAllocID,STRING,N,AllocGrp/NoAllocs
AllocGrp,1729,FirmMnemonic,STRING,N,AllocGrp/NoAllocs
AllocGrp,1593,ParentAllocID,STRING,N,AllocGrp/NoAllocs
AllocGrp,2727,AllocLegRefID,STRING,N,AllocGrp/NoAllocs
AllocGrp,81,ProcessCode,CHAR,N,AllocGrp/NoAllocs
AllocGrp,989,SecondaryIndividualAllocID,STRING,N,AllocGrp/NoAllocs
AllocGrp,1002,AllocMethod,INT,N,AllocGrp/NoAllocs
AllocGrp,1735,AllocationRollupInstruction,INT,N,AllocGrp/NoAllocs
AllocGrp,993,AllocCustomerCapacity,STRING,N,AllocGrp/NoAllocs
AllocGrp,1047,AllocPositionEffect,CHAR,N,AllocGrp/NoAllocs
AllocGrp,992,IndividualAllocType,INT,N,AllocGrp/NoAllocs
AllocGrp,208,NotifyBrokerOfCredit,BOOLEAN,N,AllocGrp/NoAllocs
AllocGrp,209,AllocHandlInst,INT,N,AllocGrp/NoAllocs
AllocGrp,161,AllocText,STRING,N,AllocGrp/NoAllocs
AllocGrp,360,EncodedAllocTextLen,LENGTH,N,AllocGrp/NoAllocs
AllocGrp,361,EncodedAllocText,DATA,N,AllocGrp/NoAllocs
AllocGrp,1732,FirmAllocText,STRING,N,AllocGrp/NoAllocs
AllocGrp,1733,EncodedFirmAllocTextLen,LENGTH,N,AllocGrp/NoAllocs
AllocGrp,1734,EncodedFirmAllocText,DATA,N,AllocGrp/NoAllocs
AllocGrp,153,AllocAvgPx,PRICE,N,AllocGrp/NoAllocs
AllocGrp,154,AllocNetMoney,AMT,N,AllocGrp/NoAllocs
AllocGrp,119,SettlCurrAmt,AMT,N,AllocGrp/NoAllocs
AllocGrp,2300,AllocGrossTradeAmt,AMT,N,AllocGrp/NoAllocs
AllocGrp,737,AllocSettlCurrAmt,AMT,N,AllocGrp/NoAllocs
AllocGrp,120,SettlCurrency,CURRENCY,N,AllocGrp/NoAllocs
AllocGrp,736,AllocSettlCurrency,CURRENCY,N,AllocGrp/NoAllocs
AllocGrp,2927,AllocSettlCurrencyCodeSource,STRING,N,AllocGrp/NoAllocs
AllocGrp,155,SettlCurrFxRate,FLOAT,N,AllocGrp/NoAllocs
AllocGrp,156,SettlCurrFxRateCalc,CHAR,N,AllocGrp/NoAllocs
AllocGrp,742,AllocAccruedInterestAmt,AMT,N,AllocGrp/NoAllocs
AllocGrp,741,AllocInterestAtMaturity,AMT,N,AllocGrp/NoAllocs
AllocGrp,635,ClearingFeeIndicator,STRING,N,AllocGrp/NoAllocs
AllocGrp,780,AllocSettlInstType,INT,N,AllocGrp/NoAllocs
AllocGrp,2392,AllocRefRiskLimitCheckID,STRING,N,AllocGrp/NoAllocs
AllocGrp,2393,AllocRefRiskLimitCheckIDType,INT,N,AllocGrp/NoAllocs
AllocGrp,2483,AllocRiskLimitCheckStatus,INT,N,AllocGrp/NoAllocs
AllocGrp,2761,AllocGroupAmount,AMT,N,AllocGrp/NoAllocs
AllocGrp,2770,AllocAvgPxGroupID,STRING,N,AllocGrp/NoAllocs
AllocGrp,2769,AllocAvgPxIndicator,INT,N,AllocGrp/NoAllocs
AllocRegulatoryTradeIDGrp,1908,NoAllocRegulatoryTradeIDs,GROUP,N,AllocRegulatoryTradeIDGrp
AllocRegulatoryTradeIDGrp,1909,AllocRegulatoryTradeID,STRING,N,AllocRegulatoryTradeIDGrp/NoAllocRegulatoryTradeIDs
AllocRegulatoryTradeIDGrp,1910,AllocRegulatoryTradeIDSource,STRING,N,AllocRegulatoryTradeIDGrp/NoAllocRegulatoryTradeIDs
AllocRegulatoryTradeIDGrp,1911,AllocRegulatoryTradeIDEvent,INT,N,AllocRegulatoryTradeIDGrp/NoAllocRegulatoryTradeIDs
AllocRegulatoryTradeIDGrp,1912,AllocRegulatoryTradeIDType,INT,N,AllocRegulatoryTradeIDGrp/NoAllocRegulatoryTradeIDs
AllocRegulatoryTradeIDGrp,2406,AllocRegulatoryLegRefID,STRING,N,AllocRegulatoryTradeIDGrp/NoAllocRegulatoryTradeIDs
AllocRegulatoryTradeIDGrp,2399,AllocRegulatoryTradeIDScope,INT,N,AllocRegulatoryTradeIDGrp/NoAllocRegulatoryTradeIDs
ApplIDReportGrp,1351,NoApplIDs,GROUP,N,ApplIDReportGrp
ApplIDReportGrp,1355,RefApplID,STRING,N,ApplIDReportGrp/NoApplIDs
ApplIDReportGrp,1399,ApplNewSeqNum,SEQNUM,N,ApplIDReportGrp/NoApplIDs
ApplIDReportGrp,1357,RefApplLastSeqNum,SEQNUM,N,ApplIDReportGrp/NoApplIDs
ApplIDRequestAckGrp,1351,NoApplIDs,GROUP,N,ApplIDRequestAckGrp
ApplIDRequestAckGrp,1355,RefApplID,STRING,N,ApplIDRequestAckGrp/NoApplIDs
ApplIDRequestAckGrp,1433,RefApplReqID,STRING,N,ApplIDRequestAckGrp/NoApplIDs
ApplIDRequestAckGrp,1182,ApplBegSeqNum,SEQNUM,N,ApplIDRequestAckGrp/NoApplIDs
ApplIDRequestAckGrp,1183,ApplEndSeqNum,SEQNUM,N,ApplIDRequestAckGrp/NoApplIDs
ApplIDRequestAckGrp,1357,RefApplLastSeqNum,SEQNUM,N,ApplIDRequestAckGrp/NoApplIDs
ApplIDRequestAckGrp,1354,ApplResponseError,INT,N,ApplIDRequestAckGrp/NoApplIDs
ApplIDRequestGrp,1351,NoApplIDs,GROUP,N,ApplIDRequestGrp
ApplIDRequestGrp,1355,RefApplID,STRING,N,ApplIDRequestGrp/NoApplIDs
ApplIDRequestGrp,1433,RefApplReqID,STRING,N,ApplIDRequestGrp/NoApplIDs
ApplIDRequestGrp,1182,ApplBegSeqNum,SEQNUM,N,ApplIDRequestGrp/NoApplIDs
ApplIDRequestGrp,1183,ApplEndSeqNum,SEQNUM,N,ApplIDRequestGrp/NoApplIDs
ApplicationSequenceControl,1180,ApplID,STRING,N,ApplicationSequenceControl
ApplicationSequenceControl,1181,ApplSeqNum,SEQNUM,N,ApplicationSequenceControl
ApplicationSequenceControl,1350,ApplLastSeqNum,SEQNUM,N,ApplicationSequenceControl
ApplicationSequenceControl,1352,ApplResendFlag,BOOLEAN,N,ApplicationSequenceControl
AssetAttributeGrp,2304,NoAssetAttributes,GROUP,N,AssetAttributeGrp
AssetAttributeGrp,2305,AssetAttributeType,STRING,N,AssetAttributeGrp/NoAssetAttributes
AssetAttributeGrp,2306,AssetAttributeValue,STRING,N,AssetAttributeGrp/NoAssetAttributes
AssetAttributeGrp,2307,AssetAttributeLimit,STRING,N,AssetAttributeGrp/NoAssetAttributes
AttachmentGrp,2104,NoAttachments,GROUP,N,AttachmentGrp
AttachmentGrp,2105,AttachmentName,STRING,N,AttachmentGrp/NoAttachments
AttachmentGrp,2106,AttachmentMediaType,STRING,N,AttachmentGrp/NoAttachments
AttachmentGrp,2107,AttachmentClassification,STRING,N,AttachmentGrp/NoAttachments
AttachmentGrp,2108,AttachmentExternalURL,STRING,N,AttachmentGrp/NoAttachments
AttachmentGrp,2109,AttachmentEncodingType,INT,N,AttachmentGrp/NoAttachments
AttachmentGrp,2110,UnencodedAttachmentLen,INT,N,AttachmentGrp/NoAttachments
AttachmentGrp,2111,EncodedAttachmentLen,LENGTH,N,AttachmentGrp/NoAttachments
AttachmentGrp,2112,EncodedAttachment,DATA,N,AttachmentGrp/NoAttachments
AttachmentKeywordGrp,2113,NoAttachmentKeywords,GROUP,N,AttachmentKeywordGrp
AttachmentKeywordGrp,2114,AttachmentKeyword,STRING,N,AttachmentKeywordGrp/NoAttachmentKeywords
AttrbGrp,870,NoInstrAttrib,GROUP,N,AttrbGrp
AttrbGrp,871,InstrAttribType,INT,N,AttrbGrp/NoInstrAttrib
AttrbGrp,872,InstrAttribValue,STRING,N,AttrbGrp/NoInstrAttrib
AuctionTypeRuleGrp,2548,NoAuctionTypeRules,GROUP,N,AuctionTypeRuleGrp
AuctionTypeRuleGrp,1803,AuctionType,INT,N,AuctionTypeRuleGrp/NoAuctionTypeRules
AuctionTypeRuleGrp,2549,AuctionTypeProductComplex,STRING,N,AuctionTypeRuleGrp/NoAuctionTypeRules
AveragePriceDetail,2763,AveragePriceType,INT,N,AveragePriceDetail
AveragePriceDetail,2764,AveragePriceStartTime,UTCTIMESTAMP,N,AveragePriceDetail
AveragePriceDetail,2765,AveragePriceEndTime,UTCTIMESTAMP,N,AveragePriceDetail
BaseTradingRules,1205,NoTickRules,GROUP,N,BaseTradingRules/TickRules
BaseTradingRules,1206,StartTickPriceRange,PRICE,N,BaseTradingRules/TickRules/NoTickRules
BaseTradingRules,1207,EndTickPriceRange,PRICE,N,BaseTradingRules/TickRules/NoTickRules
BaseTradingRules,1208,TickIncrement,PRICE,N,BaseTradingRules/TickRules/NoTickRules
BaseTradingRules,1209,TickRuleType,INT,N,BaseTradingRules/TickRules/NoTickRules
BaseTradingRules,2571,TickRuleProductComplex,STRING,N,BaseTradingRules/TickRules/NoTickRules
BaseTradingRules,1830,SettlPriceIncrement,PRICE,N,BaseTradingRules/TickRules/NoTickRules
BaseTradingRules,1831,SettlPriceSecondaryIncrement,PRICE,N,BaseTradingRules/TickRules/NoTickRules
BaseTradingRules,1234,NoLotTypeRules,GROUP,N,BaseTradingRules/LotTypeRules
BaseTradingRules,1093,LotType,CHAR,N,BaseTradingRules/LotTypeRules/NoLotTypeRules
BaseTradingRules,1231,MinLotSize,QTY,N,BaseTradingRules/LotTypeRules/NoLotTypeRules
BaseTradingRules,1306,PriceLimitType,INT,N,BaseTradingRules/PriceLimits
BaseTradingRules,1148,LowLimitPrice,PRICE,N,BaseTradingRules/PriceLimits
BaseTradingRules,1149,HighLimitPrice,PRICE,N,BaseTradingRules/PriceLimits
BaseTradingRules,1150,TradingReferencePrice,PRICE,N,BaseTradingRules/PriceLimits
BaseTradingRules,2550,NoPriceRangeRules,GROUP,N,BaseTradingRules/PriceRangeRuleGrp
BaseTradingRules,2551,StartPriceRange,PRICE,N,BaseTradingRules/PriceRangeRuleGrp/NoPriceRangeRules
BaseTradingRules,2552,EndPriceRange,PRICE,N,BaseTradingRules/PriceRangeRuleGrp/NoPriceRangeRules
BaseTradingRules,2553,PriceRangeValue,PRICE,N,BaseTradingRules/PriceRangeRuleGrp/NoPriceRangeRules
BaseTradingRules,2554,PriceRangePercentage,PERCENTAGE,N,BaseTradingRules/PriceRangeRuleGrp/NoPriceRangeRules
BaseTradingRules,2556,PriceRangeRuleID,STRING,N,BaseTradingRules/PriceRangeRuleGrp/NoPriceRangeRules
BaseTradingRules,2555,PriceRangeProductComplex,STRING,N,BaseTradingRules/PriceRangeRuleGrp/NoPriceRangeRules
BaseTradingRules,2558,NoQuoteSizeRules,GROUP,N,BaseTradingRules/QuoteSizeRuleGrp
BaseTradingRules,647,MinBidSize,QTY,N,BaseTradingRules/QuoteSizeRuleGrp/NoQuoteSizeRules
BaseTradingRules,648,MinOfferSize,QTY,N,BaseTradingRules/QuoteSizeRuleGrp/NoQuoteSizeRules
BaseTradingRules,2447,FastMarketIndicator,BOOLEAN,N,BaseTradingRules/QuoteSizeRuleGrp/NoQuoteSizeRules
BaseTradingRules,827,ExpirationCycle,INT,N,BaseTradingRules
BaseTradingRules,1786,TradeVolType,INT,N,BaseTradingRules
BaseTradingRules,562,MinTradeVol,QTY,N,BaseTradingRules
BaseTradingRules,1140,MaxTradeVol,QTY,N,BaseTradingRules
BaseTradingRules,1143,MaxPriceVariation,FLOAT,N,BaseTradingRules
BaseTradingRules,1144,ImpliedMarketIndicator,INT,N,BaseTradingRules
BaseTradingRules,1245,TradingCurrency,CURRENCY,N,BaseTradingRules
BaseTradingRules,2934,TradingCurrencyCodeSource,STRING,N,BaseTradingRules
BaseTradingRules,561,RoundLot,QTY,N,BaseTradingRules
BaseTradingRules,1377,MultilegModel,INT,N,BaseTradingRules
BaseTradingRules,1378,MultilegPriceMethod,INT,N,BaseTradingRules
BaseTradingRules,423,PriceType,INT,N,BaseTradingRules
BaseTradingRules,2557,FastMarketPercentage,PERCENTAGE,N,BaseTradingRules
BaseTradingRules,2559,QuoteSideIndicator,BOOLEAN,N,BaseTradingRules
BidCompReqGrp,420,NoBidComponents,GROUP,N,BidCompReqGrp
BidCompReqGrp,66,ListID,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,54,Side,CHAR,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,336,TradingSessionID,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,625,TradingSessionSubID,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,430,NetGrossInd,INT,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,63,SettlType,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,64,SettlDate,LOCALMKTDATE,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,1,Account,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,660,AcctIDSource,INT,N,BidCompReqGrp/NoBidComponents
BidCompRspGrp,420,NoBidComponents,GROUP,N,BidCompRspGrp
BidCompRspGrp,66,ListID,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,421,Country,COUNTRY,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,54,Side,CHAR,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,44,Price,PRICE,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,423,PriceType,INT,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,406,FairValue,AMT,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,430,NetGrossInd,INT,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,63,SettlType,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,64,SettlDate,LOCALMKTDATE,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,336,TradingSessionID,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,625,TradingSessionSubID,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,58,Text,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,354,EncodedTextLen,LENGTH,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,355,EncodedText,DATA,N,BidCompRspGrp/NoBidComponents
BidDescReqGrp,398,NoBidDescriptors,GROUP,N,BidDescReqGrp
BidDescReqGrp,399,BidDescriptorType,INT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,400,BidDescriptor,STRING,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,401,SideValueInd,INT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,404,LiquidityValue,AMT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,441,LiquidityNumSecurities,INT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,402,LiquidityPctLow,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,403,LiquidityPctHigh,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,405,EFPTrackingError,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,406,FairValue,AMT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,407,OutsideIndexPct,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,408,ValueOfFutures,AMT,N,BidDescReqGrp/NoBidDescriptors
BusinessCenterGrp,40278,NoBusinessCenters,GROUP,N,BusinessCenterGrp
BusinessCenterGrp,40471,BusinessCenter,STRING,N,BusinessCenterGrp/NoBusinessCenters
CashSettlDate,42207,CashSettlDateUnadjusted,LOCALMKTDATE,N,CashSettlDate
CashSettlDate,42208,CashSettlDateBusinessDayConvention,INT,N,CashSettlDate
CashSettlDate,42214,NoCashSettlDateBusinessCenters,GROUP,N,CashSettlDate/CashSettlDateBusinessCenterGrp
CashSettlDate,42215,CashSettlDateBusinessCenter,STRING,N,CashSettlDate/CashSettlDateBusinessCenterGrp/NoCashSettlDateBusinessCenters
CashSettlDate,42209,CashSettlDateRelativeTo,INT,N,CashSettlDate
CashSettlDate,42210,CashSettlDateOffsetPeriod,INT,N,CashSettlDate
CashSettlDate,42211,CashSettlDateOffsetUnit,STRING,N,CashSettlDate
CashSettlDate,42212,CashSettlDateOffsetDayType,INT,N,CashSettlDate
CashSettlDate,42213,CashSettlDateAdjusted,LOCALMKTDATE,N,CashSettlDate
CashSettlDateBusinessCenterGrp,42214,NoCashSettlDateBusinessCenters,GROUP,N,CashSettlDateBusinessCenterGrp
CashSettlDateBusinessCenterGrp,42215,CashSettlDateBusinessCenter,STRING,N,CashSettlDateBusinessCenterGrp/NoCashSettlDateBusinessCenters
CashSettlDealerGrp,40277,NoCashSettlDealers,GROUP,N,CashSettlDealerGrp
CashSettlDealerGrp,40032,CashSettlDealer,STRING,N,CashSettlDealerGrp/NoCashSettlDealers
CashSettlTermGrp,40022,NoCashSettlTerms,GROUP,N,CashSettlTermGrp
CashSettlTermGrp,40023,CashSettlCurrency,CURRENCY,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40024,CashSettlValuationFirstBusinessDayOffset,INT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40916,CashSettlValuationSubsequentBusinessDaysOffset,INT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40917,CashSettlNumOfValuationDates,INT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40025,CashSettlValuationTime,LOCALMKTTIME,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40026,CashSettlBusinessCenter,STRING,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40027,CashSettlQuoteMethod,INT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40028,CashSettlQuoteAmount,AMT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40029,CashSettlQuoteCurrency,CURRENCY,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40030,CashSettlMinimumQuoteAmount,AMT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40031,CashSettlMinimumQuoteCurrency,CURRENCY,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,42216,CashSettlPriceSource,STRING,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,42217,CashSettlPriceDefault,INT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40033,CashSettlBusinessDays,INT,N,CashSettlTermGrp/NoCashSettlTerms
CashSettlTermGrp,40034,CashSettlAmount,AMT,N,CashSettlTermGrp/NoCashSettlTerms
