component_name,field_number,field_name,field_type,required,component_path
LegPaymentStreamFloatingRate,42552,LegReturnRateQuoteExchange,EXCHANGE,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42553,LegReturnRateQuotePricingModel,STRING,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42554,LegReturnRateCashFlowType,STRING,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42555,LegReturnRateValuationTimeType,INT,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42556,LegReturnRateValuationTime,LOCALMKTTIME,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42557,LegReturnRateValuationTimeBusinessCenter,STRING,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42558,LegReturnRateValuationPriceOption,INT,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42559,LegReturnRateFinalPriceFallback,INT,N,LegPaymentStreamFloatingRate/LegReturnRateGrp/NoLegReturnRates
LegPaymentStreamFloatingRate,42468,LegPaymentStreamLinkInitialLevel,PRICE,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42469,LegPaymentStreamLinkClosingLevelIndicator,BOOLEAN,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42470,LegPaymentStreamLinkExpiringLevelIndicator,BOOLEAN,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42471,LegPaymentStreamLinkEstimatedTradingDays,INT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42472,LegPaymentStreamLinkStrikePrice,PRICE,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42473,LegPaymentStreamLinkStrikePriceType,INT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42474,LegPaymentStreamLinkMaximumBoundary,FLOAT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42475,LegPaymentStreamLinkMinimumBoundary,FLOAT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42476,LegPaymentStreamLinkNumberOfDataSeries,INT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42477,LegPaymentStreamVarianceUnadjustedCap,FLOAT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42478,LegPaymentStreamRealizedVarianceMethod,INT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42479,LegPaymentStreamDaysAdjustmentIndicator,BOOLEAN,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42480,LegPaymentStreamNearestExchangeContractRefID,STRING,N,LegPaymentStreamFloatingRate
LegPaymentStreamFloatingRate,42481,LegPaymentStreamVegaNotionalAmount,FLOAT,N,LegPaymentStreamFloatingRate
LegPaymentStreamFormula,42482,LegPaymentStreamFormulaCurrency,CURRENCY,N,LegPaymentStreamFormula
LegPaymentStreamFormula,42483,LegPaymentStreamFormulaCurrencyDeterminationMethod,STRING,N,LegPaymentStreamFormula
LegPaymentStreamFormula,42484,LegPaymentStreamFormulaReferenceAmount,INT,N,LegPaymentStreamFormula
LegPaymentStreamFormula,42485,NoLegPaymentStreamFormulas,GROUP,N,LegPaymentStreamFormula/LegPaymentStreamFormulaMathGrp
LegPaymentStreamFormula,43110,LegPaymentStreamFormulaLength,LENGTH,N,LegPaymentStreamFormula/LegPaymentStreamFormulaMathGrp/NoLegPaymentStreamFormulas
LegPaymentStreamFormula,42486,LegPaymentStreamFormula,XMLDATA,N,LegPaymentStreamFormula/LegPaymentStreamFormulaMathGrp/NoLegPaymentStreamFormulas
LegPaymentStreamFormula,42487,LegPaymentStreamFormulaDesc,STRING,N,LegPaymentStreamFormula/LegPaymentStreamFormulaMathGrp/NoLegPaymentStreamFormulas
LegPaymentStreamFormula,42451,LegPaymentStreamFormulaImageLength,LENGTH,N,LegPaymentStreamFormula/LegPaymentStreamFormulaImage
LegPaymentStreamFormula,42452,LegPaymentStreamFormulaImage,DATA,N,LegPaymentStreamFormula/LegPaymentStreamFormulaImage
LegPaymentStreamFormulaImage,42451,LegPaymentStreamFormulaImageLength,LENGTH,N,LegPaymentStreamFormulaImage
LegPaymentStreamFormulaImage,42452,LegPaymentStreamFormulaImage,DATA,N,LegPaymentStreamFormulaImage
LegPaymentStreamFormulaMathGrp,42485,NoLegPaymentStreamFormulas,GROUP,N,LegPaymentStreamFormulaMathGrp
LegPaymentStreamFormulaMathGrp,43110,LegPaymentStreamFormulaLength,LENGTH,N,LegPaymentStreamFormulaMathGrp/NoLegPaymentStreamFormulas
LegPaymentStreamFormulaMathGrp,42486,LegPaymentStreamFormula,XMLDATA,N,LegPaymentStreamFormulaMathGrp/NoLegPaymentStreamFormulas
LegPaymentStreamFormulaMathGrp,42487,LegPaymentStreamFormulaDesc,STRING,N,LegPaymentStreamFormulaMathGrp/NoLegPaymentStreamFormulas
LegPaymentStreamInitialFixingDateBusinessCenterGrp,40932,NoLegPaymentStreamInitialFixingDateBusinessCenters,GROUP,N,LegPaymentStreamInitialFixingDateBusinessCenterGrp
LegPaymentStreamInitialFixingDateBusinessCenterGrp,40311,LegPaymentStreamInitialFixingDateBusinessCenter,STRING,N,LegPaymentStreamInitialFixingDateBusinessCenterGrp/NoLegPaymentStreamInitialFixingDateBusinessCenters
LegPaymentStreamNonDeliverableFixingDateGrp,40367,NoLegNonDeliverableFixingDates,GROUP,N,LegPaymentStreamNonDeliverableFixingDateGrp
LegPaymentStreamNonDeliverableFixingDateGrp,40368,LegNonDeliverableFixingDate,LOCALMKTDATE,N,LegPaymentStreamNonDeliverableFixingDateGrp/NoLegNonDeliverableFixingDates
LegPaymentStreamNonDeliverableFixingDateGrp,40369,LegNonDeliverableFixingDateType,INT,N,LegPaymentStreamNonDeliverableFixingDateGrp/NoLegNonDeliverableFixingDates
LegPaymentStreamNonDeliverableFixingDatesBusinessCenterGrp,40929,NoLegPaymentStreamNonDeliverableFixingDateBusinessCenters,GROUP,N,LegPaymentStreamNonDeliverableFixingDatesBusinessCenterGrp
LegPaymentStreamNonDeliverableFixingDatesBusinessCenterGrp,40361,LegPaymentStreamNonDeliverableFixingDatesBusinessCenter,STRING,N,LegPaymentStreamNonDeliverableFixingDatesBusinessCenterGrp/NoLegPaymentStreamNonDeliverableFixingDateBusinessCenters
LegPaymentStreamNonDeliverableSettlRateSource,40087,LegPaymentStreamNonDeliverableSettlRateSource,INT,N,LegPaymentStreamNonDeliverableSettlRateSource
LegPaymentStreamNonDeliverableSettlRateSource,40228,LegPaymentStreamNonDeliverableSettlReferencePage,STRING,N,LegPaymentStreamNonDeliverableSettlRateSource
LegPaymentStreamNonDeliverableSettlTerms,40359,LegPaymentStreamNonDeliverableRefCurrency,CURRENCY,N,LegPaymentStreamNonDeliverableSettlTerms
LegPaymentStreamNonDeliverableSettlTerms,40360,LegPaymentStreamNonDeliverableFixingDatesBusinessDayConvention,INT,N,LegPaymentStreamNonDeliverableSettlTerms
LegPaymentStreamNonDeliverableSettlTerms,40929,NoLegPaymentStreamNonDeliverableFixingDateBusinessCenters,GROUP,N,LegPaymentStreamNonDeliverableSettlTerms/LegPaymentStreamNonDeliverableFixingDatesBusinessCenterGrp
LegPaymentStreamNonDeliverableSettlTerms,40361,LegPaymentStreamNonDeliverableFixingDatesBusinessCenter,STRING,N,LegPaymentStreamNonDeliverableSettlTerms/LegPaymentStreamNonDeliverableFixingDatesBusinessCenterGrp/NoLegPaymentStreamNonDeliverableFixingDateBusinessCenters
LegPaymentStreamNonDeliverableSettlTerms,40362,LegPaymentStreamNonDeliverableFixingDatesRelativeTo,INT,N,LegPaymentStreamNonDeliverableSettlTerms
LegPaymentStreamNonDeliverableSettlTerms,40363,LegPaymentStreamNonDeliverableFixingDatesOffsetPeriod,INT,N,LegPaymentStreamNonDeliverableSettlTerms
LegPaymentStreamNonDeliverableSettlTerms,40364,LegPaymentStreamNonDeliverableFixingDatesOffsetUnit,STRING,N,LegPaymentStreamNonDeliverableSettlTerms
LegPaymentStreamNonDeliverableSettlTerms,40365,LegPaymentStreamNonDeliverableFixingDatesOffsetDayType,INT,N,LegPaymentStreamNonDeliverableSettlTerms
LegPaymentStreamNonDeliverableSettlTerms,40087,LegPaymentStreamNonDeliverableSettlRateSource,INT,N,LegPaymentStreamNonDeliverableSettlTerms/LegPaymentStreamNonDeliverableSettlRateSource
LegPaymentStreamNonDeliverableSettlTerms,40228,LegPaymentStreamNonDeliverableSettlReferencePage,STRING,N,LegPaymentStreamNonDeliverableSettlTerms/LegPaymentStreamNonDeliverableSettlRateSource
LegPaymentStreamNonDeliverableSettlTerms,40367,NoLegNonDeliverableFixingDates,GROUP,N,LegPaymentStreamNonDeliverableSettlTerms/LegPaymentStreamNonDeliverableFixingDateGrp
LegPaymentStreamNonDeliverableSettlTerms,40368,LegNonDeliverableFixingDate,LOCALMKTDATE,N,LegPaymentStreamNonDeliverableSettlTerms/LegPaymentStreamNonDeliverableFixingDateGrp/NoLegNonDeliverableFixingDates
LegPaymentStreamNonDeliverableSettlTerms,40369,LegNonDeliverableFixingDateType,INT,N,LegPaymentStreamNonDeliverableSettlTerms/LegPaymentStreamNonDeliverableFixingDateGrp/NoLegNonDeliverableFixingDates
LegPaymentStreamNonDeliverableSettlTerms,40902,NoLegSettlRateFallbacks,GROUP,N,LegPaymentStreamNonDeliverableSettlTerms/LegSettlRateDisruptionFallbackGrp
LegPaymentStreamNonDeliverableSettlTerms,40903,LegSettlRatePostponementMaximumDays,INT,N,LegPaymentStreamNonDeliverableSettlTerms/LegSettlRateDisruptionFallbackGrp/NoLegSettlRateFallbacks
LegPaymentStreamNonDeliverableSettlTerms,40905,LegSettlRatePostponementSurvey,BOOLEAN,N,LegPaymentStreamNonDeliverableSettlTerms/LegSettlRateDisruptionFallbackGrp/NoLegSettlRateFallbacks
LegPaymentStreamNonDeliverableSettlTerms,40906,LegSettlRatePostponementCalculationAgent,INT,N,LegPaymentStreamNonDeliverableSettlTerms/LegSettlRateDisruptionFallbackGrp/NoLegSettlRateFallbacks
LegPaymentStreamPaymentDateBusinessCenterGrp,40930,NoLegPaymentStreamPaymentDateBusinessCenters,GROUP,N,LegPaymentStreamPaymentDateBusinessCenterGrp
LegPaymentStreamPaymentDateBusinessCenterGrp,40293,LegPaymentStreamPaymentDateBusinessCenter,STRING,N,LegPaymentStreamPaymentDateBusinessCenterGrp/NoLegPaymentStreamPaymentDateBusinessCenters
LegPaymentStreamPaymentDateGrp,41589,NoLegPaymentStreamPaymentDates,GROUP,N,LegPaymentStreamPaymentDateGrp
LegPaymentStreamPaymentDateGrp,41590,LegPaymentStreamPaymentDate,LOCALMKTDATE,N,LegPaymentStreamPaymentDateGrp/NoLegPaymentStreamPaymentDates
LegPaymentStreamPaymentDateGrp,41591,LegPaymentStreamPaymentDateType,INT,N,LegPaymentStreamPaymentDateGrp/NoLegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40292,LegPaymentStreamPaymentDateBusinessDayConvention,INT,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40930,NoLegPaymentStreamPaymentDateBusinessCenters,GROUP,N,LegPaymentStreamPaymentDates/LegPaymentStreamPaymentDateBusinessCenterGrp
LegPaymentStreamPaymentDates,40293,LegPaymentStreamPaymentDateBusinessCenter,STRING,N,LegPaymentStreamPaymentDates/LegPaymentStreamPaymentDateBusinessCenterGrp/NoLegPaymentStreamPaymentDateBusinessCenters
LegPaymentStreamPaymentDates,41589,NoLegPaymentStreamPaymentDates,GROUP,N,LegPaymentStreamPaymentDates/LegPaymentStreamPaymentDateGrp
LegPaymentStreamPaymentDates,41590,LegPaymentStreamPaymentDate,LOCALMKTDATE,N,LegPaymentStreamPaymentDates/LegPaymentStreamPaymentDateGrp/NoLegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,41591,LegPaymentStreamPaymentDateType,INT,N,LegPaymentStreamPaymentDates/LegPaymentStreamPaymentDateGrp/NoLegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40294,LegPaymentStreamPaymentFrequencyPeriod,INT,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40295,LegPaymentStreamPaymentFrequencyUnit,STRING,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40296,LegPaymentStreamPaymentRollConvention,STRING,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40297,LegPaymentStreamFirstPaymentDateUnadjusted,LOCALMKTDATE,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40298,LegPaymentStreamLastRegularPaymentDateUnadjusted,LOCALMKTDATE,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40299,LegPaymentStreamPaymentDateRelativeTo,INT,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40300,LegPaymentStreamPaymentDateOffsetPeriod,INT,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40301,LegPaymentStreamPaymentDateOffsetUnit,STRING,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,40302,LegPaymentStreamPaymentDateOffsetDayType,INT,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,41592,LegPaymentStreamMasterAgreementPaymentDatesIndicator,BOOLEAN,N,LegPaymentStreamPaymentDates
LegPaymentStreamPaymentDates,42453,LegPaymentStreamFinalPricePaymentDateUnadjusted,LOCALMKTDATE,N,LegPaymentStreamPaymentDates/LegPaymentStreamFinalPricePaymentDate
LegPaymentStreamPaymentDates,42454,LegPaymentStreamFinalPricePaymentDateRelativeTo,INT,N,LegPaymentStreamPaymentDates/LegPaymentStreamFinalPricePaymentDate
LegPaymentStreamPaymentDates,42455,LegPaymentStreamFinalPricePaymentDateOffsetPeriod,INT,N,LegPaymentStreamPaymentDates/LegPaymentStreamFinalPricePaymentDate
LegPaymentStreamPaymentDates,42456,LegPaymentStreamFinalPricePaymentDateOffsetUnit,STRING,N,LegPaymentStreamPaymentDates/LegPaymentStreamFinalPricePaymentDate
LegPaymentStreamPaymentDates,42457,LegPaymentStreamFinalPricePaymentDateOffsetDayType,INT,N,LegPaymentStreamPaymentDates/LegPaymentStreamFinalPricePaymentDate
LegPaymentStreamPaymentDates,42458,LegPaymentStreamFinalPricePaymentDateAdjusted,LOCALMKTDATE,N,LegPaymentStreamPaymentDates/LegPaymentStreamFinalPricePaymentDate
LegPaymentStreamPricingBusinessCenterGrp,41561,NoLegPaymentStreamPricingBusinessCenters,GROUP,N,LegPaymentStreamPricingBusinessCenterGrp
LegPaymentStreamPricingBusinessCenterGrp,41562,LegPaymentStreamPricingBusinessCenter,STRING,N,LegPaymentStreamPricingBusinessCenterGrp/NoLegPaymentStreamPricingBusinessCenters
LegPaymentStreamPricingDateGrp,41593,NoLegPaymentStreamPricingDates,GROUP,N,LegPaymentStreamPricingDateGrp
LegPaymentStreamPricingDateGrp,41594,LegPaymentStreamPricingDate,LOCALMKTDATE,N,LegPaymentStreamPricingDateGrp/NoLegPaymentStreamPricingDates
LegPaymentStreamPricingDateGrp,41595,LegPaymentStreamPricingDateType,INT,N,LegPaymentStreamPricingDateGrp/NoLegPaymentStreamPricingDates
LegPaymentStreamPricingDayGrp,41596,NoLegPaymentStreamPricingDays,GROUP,N,LegPaymentStreamPricingDayGrp
LegPaymentStreamPricingDayGrp,41597,LegPaymentStreamPricingDayOfWeek,INT,N,LegPaymentStreamPricingDayGrp/NoLegPaymentStreamPricingDays
LegPaymentStreamPricingDayGrp,41598,LegPaymentStreamPricingDayNumber,INT,N,LegPaymentStreamPricingDayGrp/NoLegPaymentStreamPricingDays
LegPaymentStreamResetDateBusinessCenterGrp,40931,NoLegPaymentStreamResetDateBusinessCenters,GROUP,N,LegPaymentStreamResetDateBusinessCenterGrp
LegPaymentStreamResetDateBusinessCenterGrp,40305,LegPaymentStreamResetDateBusinessCenter,STRING,N,LegPaymentStreamResetDateBusinessCenterGrp/NoLegPaymentStreamResetDateBusinessCenters
LegPaymentStreamResetDates,40303,LegPaymentStreamResetDateRelativeTo,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40304,LegPaymentStreamResetDateBusinessDayConvention,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40931,NoLegPaymentStreamResetDateBusinessCenters,GROUP,N,LegPaymentStreamResetDates/LegPaymentStreamResetDateBusinessCenterGrp
LegPaymentStreamResetDates,40305,LegPaymentStreamResetDateBusinessCenter,STRING,N,LegPaymentStreamResetDates/LegPaymentStreamResetDateBusinessCenterGrp/NoLegPaymentStreamResetDateBusinessCenters
LegPaymentStreamResetDates,40306,LegPaymentStreamResetFrequencyPeriod,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40307,LegPaymentStreamResetFrequencyUnit,STRING,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40308,LegPaymentStreamResetWeeklyRollConvention,STRING,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40309,LegPaymentStreamInitialFixingDateRelativeTo,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40310,LegPaymentStreamInitialFixingDateBusinessDayConvention,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40932,NoLegPaymentStreamInitialFixingDateBusinessCenters,GROUP,N,LegPaymentStreamResetDates/LegPaymentStreamInitialFixingDateBusinessCenterGrp
LegPaymentStreamResetDates,40311,LegPaymentStreamInitialFixingDateBusinessCenter,STRING,N,LegPaymentStreamResetDates/LegPaymentStreamInitialFixingDateBusinessCenterGrp/NoLegPaymentStreamInitialFixingDateBusinessCenters
LegPaymentStreamResetDates,40312,LegPaymentStreamInitialFixingDateOffsetPeriod,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40313,LegPaymentStreamInitialFixingDateOffsetUnit,STRING,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40314,LegPaymentStreamInitialFixingDateOffsetDayType,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40315,LegPaymentStreamInitialFixingDateAdjusted,LOCALMKTDATE,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40316,LegPaymentStreamFixingDateRelativeTo,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40317,LegPaymentStreamFixingDateBusinessDayConvention,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40933,NoLegPaymentStreamFixingDateBusinessCenters,GROUP,N,LegPaymentStreamResetDates/LegPaymentStreamFixingDateBusinessCenterGrp
LegPaymentStreamResetDates,40318,LegPaymentStreamFixingDateBusinessCenter,STRING,N,LegPaymentStreamResetDates/LegPaymentStreamFixingDateBusinessCenterGrp/NoLegPaymentStreamFixingDateBusinessCenters
LegPaymentStreamResetDates,40319,LegPaymentStreamFixingDateOffsetPeriod,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40320,LegPaymentStreamFixingDateOffsetUnit,STRING,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40321,LegPaymentStreamFixingDateOffsetDayType,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40322,LegPaymentStreamFixingDateAdjusted,LOCALMKTDATE,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40323,LegPaymentStreamRateCutoffDateOffsetPeriod,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40324,LegPaymentStreamRateCutoffDateOffsetUnit,STRING,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,40325,LegPaymentStreamRateCutoffDateOffsetDayType,INT,N,LegPaymentStreamResetDates
LegPaymentStreamResetDates,42459,NoLegPaymentStreamFixingDates,GROUP,N,LegPaymentStreamResetDates/LegPaymentStreamFixingDateGrp
LegPaymentStreamResetDates,42460,LegPaymentStreamFixingDate,LOCALMKTDATE,N,LegPaymentStreamResetDates/LegPaymentStreamFixingDateGrp/NoLegPaymentStreamFixingDates
LegPaymentStreamResetDates,42461,LegPaymentStreamFixingDateType,INT,N,LegPaymentStreamResetDates/LegPaymentStreamFixingDateGrp/NoLegPaymentStreamFixingDates
LegPaymentStubEndDate,42488,LegPaymentStubEndDateUnadjusted,LOCALMKTDATE,N,LegPaymentStubEndDate
LegPaymentStubEndDate,42489,LegPaymentStubEndDateBusinessDayConvention,INT,N,LegPaymentStubEndDate
LegPaymentStubEndDate,42495,NoLegPaymentStubEndDateBusinessCenters,GROUP,N,LegPaymentStubEndDate/LegPaymentStubEndDateBusinessCenterGrp
LegPaymentStubEndDate,42496,LegPaymentStubEndDateBusinessCenter,STRING,N,LegPaymentStubEndDate/LegPaymentStubEndDateBusinessCenterGrp/NoLegPaymentStubEndDateBusinessCenters
LegPaymentStubEndDate,42490,LegPaymentStubEndDateRelativeTo,INT,N,LegPaymentStubEndDate
LegPaymentStubEndDate,42491,LegPaymentStubEndDateOffsetPeriod,INT,N,LegPaymentStubEndDate
LegPaymentStubEndDate,42492,LegPaymentStubEndDateOffsetUnit,STRING,N,LegPaymentStubEndDate
LegPaymentStubEndDate,42493,LegPaymentStubEndDateOffsetDayType,INT,N,LegPaymentStubEndDate
LegPaymentStubEndDate,42494,LegPaymentStubEndDateAdjusted,LOCALMKTDATE,N,LegPaymentStubEndDate
LegPaymentStubEndDateBusinessCenterGrp,42495,NoLegPaymentStubEndDateBusinessCenters,GROUP,N,LegPaymentStubEndDateBusinessCenterGrp
LegPaymentStubEndDateBusinessCenterGrp,42496,LegPaymentStubEndDateBusinessCenter,STRING,N,LegPaymentStubEndDateBusinessCenterGrp/NoLegPaymentStubEndDateBusinessCenters
LegPaymentStubGrp,40418,NoLegPaymentStubs,GROUP,N,LegPaymentStubGrp
LegPaymentStubGrp,40419,LegPaymentStubType,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40420,LegPaymentStubLength,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40421,LegPaymentStubRate,PERCENTAGE,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40422,LegPaymentStubFixedAmount,AMT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40423,LegPaymentStubFixedCurrency,CURRENCY,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40424,LegPaymentStubIndex,STRING,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40425,LegPaymentStubIndexSource,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40426,LegPaymentStubIndexCurvePeriod,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40427,LegPaymentStubIndexCurveUnit,STRING,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40428,LegPaymentStubIndexRateMultiplier,FLOAT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40429,LegPaymentStubIndexRateSpread,PRICEOFFSET,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40430,LegPaymentStubIndexRateSpreadPositionType,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40431,LegPaymentStubIndexRateTreatment,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40432,LegPaymentStubIndexCapRate,PERCENTAGE,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40433,LegPaymentStubIndexCapRateBuySide,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40434,LegPaymentStubIndexCapRateSellSide,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40435,LegPaymentStubIndexFloorRate,PERCENTAGE,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40436,LegPaymentStubIndexFloorRateBuySide,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40437,LegPaymentStubIndexFloorRateSellSide,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40438,LegPaymentStubIndex2,STRING,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40439,LegPaymentStubIndex2Source,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40440,LegPaymentStubIndex2CurvePeriod,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40441,LegPaymentStubIndex2CurveUnit,STRING,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40442,LegPaymentStubIndex2RateMultiplier,FLOAT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40443,LegPaymentStubIndex2RateSpread,PRICEOFFSET,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40444,LegPaymentStubIndex2RateSpreadPositionType,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40445,LegPaymentStubIndex2RateTreatment,INT,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40446,LegPaymentStubIndex2CapRate,PERCENTAGE,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubGrp,40447,LegPaymentStubIndex2FloorRate,PERCENTAGE,N,LegPaymentStubGrp/NoLegPaymentStubs
LegPaymentStubStartDate,42497,LegPaymentStubStartDateUnadjusted,LOCALMKTDATE,N,LegPaymentStubStartDate
LegPaymentStubStartDate,42498,LegPaymentStubStartDateBusinessDayConvention,INT,N,LegPaymentStubStartDate
LegPaymentStubStartDate,42504,NoLegPaymentStubStartDateBusinessCenters,GROUP,N,LegPaymentStubStartDate/LegPaymentStubStartDateBusinessCenterGrp
LegPaymentStubStartDate,42505,LegPaymentStubStartDateBusinessCenter,STRING,N,LegPaymentStubStartDate/LegPaymentStubStartDateBusinessCenterGrp/NoLegPaymentStubStartDateBusinessCenters
LegPaymentStubStartDate,42499,LegPaymentStubStartDateRelativeTo,INT,N,LegPaymentStubStartDate
LegPaymentStubStartDate,42500,LegPaymentStubStartDateOffsetPeriod,INT,N,LegPaymentStubStartDate
LegPaymentStubStartDate,42501,LegPaymentStubStartDateOffsetUnit,STRING,N,LegPaymentStubStartDate
LegPaymentStubStartDate,42502,LegPaymentStubStartDateOffsetDayType,INT,N,LegPaymentStubStartDate
LegPaymentStubStartDate,42503,LegPaymentStubStartDateAdjusted,LOCALMKTDATE,N,LegPaymentStubStartDate
LegPaymentStubStartDateBusinessCenterGrp,42504,NoLegPaymentStubStartDateBusinessCenters,GROUP,N,LegPaymentStubStartDateBusinessCenterGrp
LegPaymentStubStartDateBusinessCenterGrp,42505,LegPaymentStubStartDateBusinessCenter,STRING,N,LegPaymentStubStartDateBusinessCenterGrp/NoLegPaymentStubStartDateBusinessCenters
LegPhysicalSettlDeliverableObligationGrp,41604,NoLegPhysicalSettlDeliverableObligations,GROUP,N,LegPhysicalSettlDeliverableObligationGrp
LegPhysicalSettlDeliverableObligationGrp,41605,LegPhysicalSettlDeliverableObligationType,STRING,N,LegPhysicalSettlDeliverableObligationGrp/NoLegPhysicalSettlDeliverableObligations
LegPhysicalSettlDeliverableObligationGrp,41606,LegPhysicalSettlDeliverableObligationValue,STRING,N,LegPhysicalSettlDeliverableObligationGrp/NoLegPhysicalSettlDeliverableObligations
LegPhysicalSettlTermGrp,41599,NoLegPhysicalSettlTerms,GROUP,N,LegPhysicalSettlTermGrp
